text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
$ylmy),"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 2",PN Personal name,,,,,,,,,שילמיא,$ylmy),proper name Personal name,,0.0022948675287719016,18,,27
hwh,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 3",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,18,,27
ytyb,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 4",verb G,,,,,to sit,to dwell,to settle down,to be inhabited,יתיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited,0.162935594542805,18,,27
{mytny}<mtny>,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 5",verb C,,,,,to have repeated,to teach a tannaitic tradition,,,מתני,tny,verb (h)aphel,to have repeated | to teach a tannaitic tradition,0.5679797133710456,18,,27
lxyyh,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 6",p03,PN Personal name,,,,,,,,לחייה,xyyh,preposition proclitic | proper name Personal name,,0.22030728276210254,18,,27
bryh,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 7",noun sg. emphatic,,,,,son,,,,בריה,br,noun sg. emphatic,son,0.7733703571961309,18,,27
drb,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 8",p,noun sg. abs. or construct,,,,chief; teacher,,,,דרב,rb,preposition | noun sg. abs. or construct,chief; teacher,1.192183681197003,18,,27
)pyq,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 9",verb C,,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,אפיק,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text",0.33275579167192576,18,,27
rb,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 10",PN Personal name,,,,,,,,,רב,rb,proper name Personal name,,1.192183681197003,18,,27
ry$yh,"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 0",N,,,,,head; top; chief,,,,רישיה,r)$ r)$ noun sg. abs. or construct,noun,head; top; chief,0.05622425445491159,18,,28
mN,"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 1",p01,,,,,from,,,,מן,mn,preposition independent,from,1.6362405480143658,18,,28
kwwt),"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 2",N,,,,,window,,,,כוותא,kwwh kwwh noun sg. emphatic,noun,window,0.005737168821929754,18,,28
)m',"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 3",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,18,,28
lyh,"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 4",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,18,,28
lyt,"Masekhet: 5330013, Page: 18, Side: d, Line: 28, Word: 5",verb G,,,,,,,,,לית,lyt,verb peal,,0.5083131576229762,18,,28
