text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
"mb(rb""","Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 9",No data,,,,,,,,,מבערב,None,No data,,23.98480797695953,63,,50
)m',"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,63,,51
lyh,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 1",p01,,,,,,,,,ליה,l_,preposition independent,,5.087721311287306,63,,51
r',"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 2",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,63,,51
xyyh,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 3",PN Personal name,,,,,,,,,חייה,xyyh,proper name Personal name,,0.22030728276210254,63,,51
br,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 4",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son,0.7733703571961309,63,,51
mryy),"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 5",PN Personal name,,,,,,,,,מרייא,mryy),proper name Personal name,,0.0011474337643859508,63,,51
hkyN,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 6",a01 C,,,,,"so, thus",,,,הכין,hkyn,a01 (h)aphel,"so, thus",0.18588426983052403,63,,51
hwh,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 7",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,63,,51
r',"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 8",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,63,,51
ywnh,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 9",PN Personal name,,,,,,,,,יונה,ywnh,proper name Personal name,,0.11818567773175294,63,,51
)bwK,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 10",noun sg. emphatic,,,,,father,,,,אבוך,)b,noun sg. emphatic,father,0.10441647255912154,63,,51
hwy,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 11",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,63,,51
bh,"Masekhet: 5330020, Page: 63, Side: c, Line: 51, Word: 12",p02 C,,,,,"in, with",,,,בה,b_,preposition with pronominal suffix (h)aphel,"in, with",0.9512225906759533,63,,51
qmwN,"Masekhet: 5330020, Page: 63, Side: c, Line: 55, Word: 0",verb G,,,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,קמון,qwm,verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions",0.3442301293157853,63,,55
lclwt),"Masekhet: 5330020, Page: 63, Side: c, Line: 56, Word: 0",noun sg. emphatic,p03,,,,prayer,,,,לצלותא,l_,noun sg. emphatic | preposition proclitic,prayer,5.087721311287306,63,,56
"""kmy","Masekhet: 5330020, Page: 63, Side: c, Line: 56, Word: 1",No data,,,,,,,,,כמי,None,No data,,23.98480797695953,63,,56
$hzkyr,"Masekhet: 5330020, Page: 63, Side: c, Line: 56, Word: 2",No data,,,,,,,,,שהזכיר,None,No data,,23.98480797695953,63,,56
