text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
bgyN,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 3",p01 C,,,,,because of,,,,בגין,bgyn,preposition independent (h)aphel,because of,0.17096763089350667,17,,20
kN,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 4",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so",0.489954217392801,17,,20
gly,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 5",verb D,,,,,"to reveal (secrets, revelations)",to uncover,to exile,"to go into exile, emigrate",גלי,gly,verb pael,"to reveal (secrets, revelations) | to uncover | to exile | to go into exile, emigrate",0.024096109052104967,17,,20
lh,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 6",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,17,,20
b(lh,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 7",N,,,,,husband; lord; master,,,,בעלה,b(yl b(yl noun sg. emphatic,noun,husband; lord; master,0.013769205172631409,17,,20
b(y,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 8",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,17,,20
hN,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 9",X,,,,,"where, wherever",,,,הן,hn hn a01 C,X,"where, wherever",0.05737168821929754,17,,20
dqcC,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 10",c,verb G,,,,to cut short,to chop down,to specify,"to reckon, consider",דקצץ,qcc,conjunction | verb peal,"to cut short | to chop down | to specify | to reckon, consider",0.011474337643859508,17,,20
why),"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 11",P01 C,c,,,,she,"and, also",,,והיא,w_,preposition independent (h)aphel | conjunction,"she | and, also",5.046413695769412,17,,20
b(yyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 12",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעייה,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,17,,20
hN,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 13",X,,,,,"where, wherever",,,,הן,hn hn a01 C,X,"where, wherever",0.05737168821929754,17,,20
dl),"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 14",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not",1.3195488290438433,17,,20
qcC,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 15",verb G,,,,,to cut short,to chop down,to specify,"to reckon, consider",קצץ,qcc,verb peal,"to cut short | to chop down | to specify | to reckon, consider",0.011474337643859508,17,,20
lm)N,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 0",p03,P02 C,,,,who?,,,,למאן,mn,preposition proclitic | preposition with pronominal suffix (h)aphel,who?,1.6362405480143658,17,,21
